time,setpoint,response,pwm,,Parameters
885518012,100.00,99.95,0.05,,,
885532156,100.00,99.95,0.05,,,
885557016,100.00,99.95,0.05,,,
885574168,100.00,99.95,0.05,,,
885600828,100.00,99.95,0.05,,,
885617976,100.00,99.95,0.05,,,
885642840,100.00,99.95,0.05,,,
885657672,100.00,99.95,0.05,,,
885682360,100.00,99.95,0.05,,,
885702764,100.00,99.95,0.05,,,
885728140,100.00,99.95,0.05,,,
885743912,100.00,99.95,0.05,,,
885770748,100.00,99.95,0.05,,,
885788580,100.00,99.95,0.05,,,
885815496,100.00,99.95,0.05,,,
885834096,100.00,99.95,0.05,,,
885858616,100.00,99.95,0.05,,,
885874308,100.00,99.95,0.05,,,
885900200,100.00,99.95,0.05,,,
885917692,100.00,99.95,0.05,,,
885940416,100.00,99.95,0.05,,,
885957560,100.00,99.95,0.05,,,
885983708,100.00,99.95,0.05,,,
885998196,100.00,99.95,0.05,,,
886022888,100.00,99.95,0.05,,,
886039692,100.00,99.95,0.05,,,
886064036,100.00,99.95,0.05,,,
886080320,100.00,99.95,0.05,,,
886105872,100.00,99.95,0.05,,,
886120876,100.00,99.95,0.05,,,
886145224,100.00,99.95,0.05,,,
886159880,100.00,99.95,0.05,,,
886184568,100.00,99.95,0.05,,,
886199480,100.00,99.95,0.05,,,
886222372,100.00,99.95,0.05,,,
886239860,100.00,99.95,0.05,,,
886264724,100.00,99.95,0.05,,,
886281872,100.00,99.95,0.05,,,
886309228,100.00,99.95,0.05,,,
886328864,100.00,99.95,0.05,,,
886351752,100.00,99.95,0.05,,,
886367180,100.00,99.95,0.05,,,
886391184,100.00,99.95,0.05,,,
886406784,100.00,99.95,0.05,,,
886434476,100.00,99.95,0.05,,,
886452904,100.00,99.95,0.05,,,
886474340,100.00,99.95,0.05,,,
886487372,100.00,99.95,0.05,,,
886515240,100.00,99.95,0.05,,,
886529212,100.00,99.95,0.05,,,
886555352,100.00,99.95,0.05,,,
886573956,100.00,99.95,0.05,,,
886600104,100.00,99.95,0.05,,,
886616140,100.00,99.95,0.05,,,
886642628,100.00,99.95,0.05,,,
886662856,100.00,99.95,0.05,,,
886688752,100.00,99.95,0.05,,,
886704524,100.00,99.95,0.05,,,
886729216,100.00,99.95,0.05,,,
886746016,100.00,99.95,0.05,,,
886771992,100.00,99.95,0.05,,,
886788024,100.00,99.95,0.05,,,
886810572,100.00,99.95,0.05,,,
886827032,100.00,99.95,0.05,,,
886851204,100.00,99.95,0.05,,,
886868008,100.00,99.95,0.05,,,
886893980,100.00,99.95,0.05,,,
886911300,100.00,99.95,0.05,,,
886934708,100.00,99.95,0.05,,,
886950476,100.00,99.95,0.05,,,
886981252,100.00,99.95,0.05,,,
887025840,100.00,99.95,0.05,,,
887072732,100.00,99.95,0.05,,,
887097848,100.00,99.95,0.05,,,
887129656,100.00,99.95,0.05,,,
887148428,100.00,99.95,0.05,,,
887173812,100.00,99.95,0.05,,,
887190440,100.00,99.95,0.05,,,
887213756,100.00,99.95,0.05,,,
887230216,100.00,99.95,0.05,,,
887252760,100.00,99.95,0.05,,,
887268112,100.00,99.95,0.05,,,
887294012,100.00,99.95,0.05,,,
887312264,100.00,99.95,0.05,,,
887334468,100.00,99.95,0.05,,,
887350584,100.00,99.95,0.05,,,
887380596,100.00,99.95,0.05,,,
887396288,100.00,99.95,0.05,,,
887419352,100.00,99.95,0.05,,,
887437440,100.00,99.95,0.05,,,
887461784,100.00,99.95,0.05,,,
887476444,100.00,99.95,0.05,,,
887502248,100.00,99.95,0.05,,,
887519048,100.00,99.95,0.05,,,
887544260,100.00,99.95,0.05,,,
887567496,100.00,99.95,0.05,,,
887611732,100.00,99.95,0.05,,,
887638736,100.00,99.95,0.05,,,
887680660,100.00,99.95,0.05,,,
887710924,100.00,99.95,0.05,,,
887751308,100.00,99.95,0.05,,,
887777460,100.00,99.95,0.05,,,
887815780,100.00,99.95,0.05,,,
887842960,100.00,99.95,0.05,,,
887878276,100.00,99.95,0.05,,,
887899712,100.00,99.95,0.05,,,
887934952,100.00,99.95,0.05,,,
887953732,100.00,99.95,0.05,,,
887995652,100.00,99.95,0.05,,,
888021380,100.00,99.95,0.05,,,
888048040,100.00,99.95,0.05,,,
888063728,100.00,99.95,0.05,,,
888087736,100.00,99.95,0.05,,,
888101972,100.00,99.95,0.05,,,
888130088,100.00,99.95,0.05,,,
888147752,100.00,99.95,0.05,,,
888175524,100.00,99.95,0.05,,,
888194896,100.00,99.95,0.05,,,
888223528,100.00,99.95,0.05,,,
888240680,100.00,99.95,0.05,,,
888273600,100.00,99.95,0.05,,,
888295632,100.00,99.95,0.05,,,
888323236,100.00,99.95,0.05,,,
888338660,100.00,99.95,0.05,,,
888364380,100.00,99.95,0.05,,,
888381184,100.00,99.95,0.05,,,
888403560,100.00,99.95,0.05,,,
888417012,100.00,99.95,0.05,,,
888442048,100.00,99.95,0.05,,,
888482168,100.00,99.95,0.05,,,
888531380,100.00,99.95,0.05,,,
888553756,100.00,99.95,0.05,,,
888584016,100.00,99.95,0.05,,,
888602796,100.00,99.95,0.05,,,
888628424,100.00,99.95,0.05,,,
888645396,100.00,99.95,0.05,,,
888668712,100.00,99.95,0.05,,,
888681576,100.00,99.95,0.05,,,
888706684,100.00,99.95,0.05,,,
888725804,100.00,99.95,0.05,,,
888747072,100.00,99.95,0.05,,,
888766188,100.00,99.95,0.05,,,
888796204,100.00,99.95,0.05,,,
888815916,100.00,99.95,0.05,,,
888838464,100.00,99.95,0.05,,,
888854496,100.00,99.95,0.05,,,
888877640,100.00,99.95,0.05,,,
888892644,100.00,99.95,0.05,,,
888915188,100.00,99.95,0.05,,,
888930368,100.00,99.95,0.05,,,
888957544,100.00,99.95,0.05,,,
888973832,100.00,99.95,0.05,,,
888997412,100.00,99.95,0.05,,,
889012588,100.00,99.95,0.05,,,
889039940,100.00,99.95,0.05,,,
889055536,100.00,99.95,0.05,,,
889077144,100.00,99.95,0.05,,,
889093776,100.00,99.95,0.05,,,
889115556,100.00,99.95,0.05,,,
889131332,100.00,99.95,0.05,,,
889156712,100.00,99.95,0.05,,,
889173344,100.00,99.95,0.05,,,
889197864,100.00,99.95,0.05,,,
889214664,100.00,99.95,0.05,,,
889238248,100.00,99.95,0.05,,,
889254708,100.00,99.95,0.05,,,
889284972,100.00,99.95,0.05,,,
889301012,100.00,99.95,0.05,,,
889325700,100.00,99.95,0.05,,,
889341640,100.00,99.95,0.05,,,
889364956,100.00,99.95,0.05,,,
889379612,100.00,99.95,0.05,,,
889401220,100.00,99.95,0.05,,,
889416400,100.00,99.95,0.05,,,
889439980,100.00,99.95,0.05,,,
889456440,100.00,99.95,0.05,,,
889476844,100.00,99.95,0.05,,,
889494336,100.00,99.95,0.05,,,
889516540,100.00,99.95,0.05,,,
889531892,100.00,99.95,0.05,,,
889557960,100.00,99.95,0.05,,,
889575108,100.00,99.95,0.05,,,
889597316,100.00,99.95,0.05,,,
889616092,100.00,99.95,0.05,,,
889647980,100.00,99.95,0.05,,,
889664096,100.00,99.95,0.05,,,
889695564,100.00,99.95,0.05,,,
889725232,100.00,99.95,0.05,,,
889759604,100.00,99.95,0.05,,,
889779072,100.00,99.95,0.05,,,
889816876,100.00,99.95,0.05,,,
889831540,100.00,99.95,0.05,,,
889858452,100.00,99.95,0.05,,,
889875252,100.00,99.95,0.05,,,
889899600,100.00,99.95,0.05,,,
889916400,100.00,99.95,0.05,,,
889939640,100.00,99.95,0.05,,,
889957556,100.00,99.95,0.05,,,
889983872,100.00,99.95,0.05,,,
889997672,100.00,99.95,0.05,,,
890024508,100.00,99.95,0.05,,,
890064112,100.00,99.95,0.05,,,
890121208,100.00,99.95,0.05,,,
890146076,100.00,99.95,0.05,,,
890177964,100.00,99.95,0.05,,,
890195800,100.00,99.95,0.05,,,
890225544,100.00,99.95,0.05,,,
890242944,100.00,99.95,0.05,,,
890275012,100.00,99.95,0.05,,,
890294816,100.00,99.95,0.05,,,
890325008,100.00,99.95,0.05,,,
890342576,100.00,99.95,0.05,,,
890373524,100.00,99.95,0.05,,,
890393504,100.00,99.95,0.05,,,
890424112,100.00,99.95,0.05,,,
890445548,100.00,99.95,0.05,,,
890473324,100.00,99.95,0.05,,,
890494416,100.00,99.95,0.05,,,
890521424,100.00,99.95,0.05,,,
890540716,100.00,99.95,0.05,,,
890568416,100.00,99.95,0.05,,,
890585044,100.00,99.95,0.05,,,
890607420,100.00,99.95,0.05,,,
890625340,100.00,99.95,0.05,,,
890649612,100.00,99.95,0.05,,,
890664096,100.00,99.95,0.05,,,
890691276,100.00,99.95,0.05,,,
890706796,100.00,99.95,0.05,,,
890729864,100.00,99.95,0.05,,,
890745904,100.00,99.95,0.05,,,
890774020,100.00,99.95,0.05,,,
890794252,100.00,99.95,0.05,,,
890821432,100.00,99.95,0.05,,,
890837380,100.00,99.95,0.05,,,
890867392,100.00,99.95,0.05,,,
890882476,100.00,99.95,0.05,,,
890907164,100.00,99.95,0.05,,,
890924144,100.00,99.95,0.05,,,
890947972,100.00,99.95,0.05,,,
890962116,100.00,99.95,0.05,,,
890991956,100.00,99.95,0.05,,,
891009448,100.00,99.95,0.05,,,
891031228,100.00,99.95,0.05,,,
891048720,100.00,99.95,0.05,,,
891073588,100.00,99.95,0.05,,,
891093988,100.00,99.95,0.05,,,
891119368,100.00,99.95,0.05,,,
891165756,100.00,99.95,0.05,,,
891209744,100.00,99.95,0.05,,,
891233916,100.00,99.95,0.05,,,
891266668,100.00,99.95,0.05,,,
891284508,100.00,99.95,0.05,,,
891307988,100.00,99.95,0.05,,,
891322824,100.00,99.95,0.05,,,
891350768,100.00,99.95,0.05,,,
891368684,100.00,99.95,0.05,,,
891390980,100.00,99.95,0.05,,,
891408124,100.00,99.95,0.05,,,
891430840,100.00,99.95,0.05,,,
891444300,100.00,99.95,0.05,,,
891468816,100.00,99.95,0.05,,,
891488700,100.00,99.95,0.05,,,
891508332,100.00,99.95,0.05,,,
891523852,100.00,99.95,0.05,,,
891584728,100.00,99.95,0.05,,,
891609928,100.00,99.95,0.05,,,
891642848,100.00,99.95,0.05,,,
891659136,100.00,99.95,0.05,,,
891686832,100.00,99.95,0.05,,,
891704748,100.00,99.95,0.05,,,
891726876,100.00,99.95,0.05,,,
891742224,100.00,99.95,0.05,,,
891764080,100.00,99.95,0.05,,,
891779768,100.00,99.95,0.05,,,
891805324,100.00,99.95,0.05,,,
891844160,100.00,99.95,0.05,,,
891882060,100.00,99.95,0.05,,,
891904016,100.00,99.95,0.05,,,
891936588,100.00,99.95,0.05,,,
891956304,100.00,99.95,0.05,,,
891984764,100.00,99.95,0.05,,,
892003192,100.00,99.95,0.05,,,
892026088,100.00,99.95,0.05,,,
892040996,100.00,99.95,0.05,,,
892062780,100.00,99.95,0.05,,,
892078028,100.00,99.95,0.05,,,
892101092,100.00,99.95,0.05,,,
892116956,100.00,99.95,0.05,,,
892141652,100.00,99.95,0.05,,,
892154852,100.00,99.95,0.05,,,
892178856,100.00,99.95,0.05,,,
892193516,100.00,99.95,0.05,,,
892218204,100.00,99.95,0.05,,,
892258672,100.00,99.95,0.05,,,
892299312,100.00,99.95,0.05,,,
892324004,100.00,99.95,0.05,,,
892356752,100.00,99.95,0.05,,,
892375356,100.00,99.95,0.05,,,
892398764,100.00,99.95,0.05,,,
892416084,100.00,99.95,0.05,,,
892439484,100.00,99.95,0.05,,,
892455948,100.00,99.95,0.05,,,
892480984,100.00,99.95,0.05,,,
893032384,100.00,99.95,0.05,,,
893066936,100.00,99.95,0.05,,,
893799520,100.00,99.95,0.05,,,
893871360,100.00,99.95,0.05,,,
893903000,100.00,99.95,0.05,,,
893952636,100.00,99.95,0.05,,,
893994136,100.00,99.95,0.05,,,
894046004,100.00,99.95,0.05,,,
894080728,100.00,99.95,0.05,,,
894125312,100.00,99.95,0.05,,,
894161068,100.00,99.95,0.05,,,
894208384,100.00,99.95,0.05,,,
894244824,100.00,99.95,0.05,,,
894284260,100.00,99.95,0.05,,,
894317524,100.00,99.95,0.05,,,
894366744,100.00,99.95,0.05,,,
894405232,100.00,99.95,0.05,,,
894457528,100.00,99.95,0.05,,,
894484788,100.00,99.95,0.05,,,
894523032,100.00,99.95,0.05,,,
894555268,100.00,99.95,0.05,,,
894606532,100.00,99.95,0.05,,,
894644604,100.00,99.95,0.05,,,
894693476,100.00,99.95,0.05,,,
894727160,100.00,99.95,0.05,,,
894774580,100.00,99.95,0.05,,,
894811956,100.00,99.95,0.05,,,
894856372,100.00,99.95,0.05,,,
894882436,100.00,99.95,0.05,,,
894916472,100.00,99.95,0.05,,,
894942196,100.00,99.95,0.05,,,
894976920,100.00,99.95,0.05,,,
894998012,100.00,99.95,0.05,,,
895027928,100.00,99.95,0.05,,,
895048672,100.00,99.95,0.05,,,
895083572,100.00,99.95,0.05,,,
895100204,100.00,99.95,0.05,,,
895126620,100.00,99.95,0.05,,,
895147272,100.00,99.95,0.05,,,
895176592,100.00,99.95,0.05,,,
895203776,100.00,99.95,0.05,,,
895230780,100.00,99.95,0.05,,,
895254960,100.00,99.95,0.05,,,
895284284,100.00,99.95,0.05,,,
895304860,100.00,99.95,0.05,,,
895329720,100.00,99.95,0.05,,,
895349184,100.00,99.95,0.05,,,
895375332,100.00,99.95,0.05,,,
895398568,100.00,99.95,0.05,,,
895425404,100.00,99.95,0.05,,,
895445292,100.00,99.95,0.05,,,
895474792,100.00,99.95,0.05,,,
895497340,100.00,99.95,0.05,,,
895527256,100.00,99.95,0.05,,,
895555892,100.00,99.95,0.05,,,
895587704,100.00,99.95,0.05,,,
895611800,100.00,99.95,0.05,,,
895641892,100.00,99.95,0.05,,,
895664784,100.00,99.95,0.05,,,
895688024,100.00,99.95,0.05,,,
895707316,100.00,99.95,0.05,,,
895743492,100.00,99.95,0.05,,,
895769048,100.00,99.95,0.05,,,
895802664,100.00,99.95,0.05,,,
895824100,100.00,99.95,0.05,,,
895847928,100.00,99.95,0.05,,,
895869708,100.00,99.95,0.05,,,
895900660,100.00,99.95,0.05,,,
895921836,100.00,99.95,0.05,,,
895950300,100.00,99.95,0.05,,,
895967624,100.00,99.95,0.05,,,
895992316,100.00,99.95,0.05,,,
896011956,100.00,99.95,0.05,,,
896038444,100.00,99.95,0.05,,,
896057392,100.00,99.95,0.05,,,
896081564,100.00,99.95,0.05,,,
896095536,100.00,99.95,0.05,,,
896117656,100.00,99.95,0.05,,,
896135916,100.00,99.95,0.05,,,
896160092,100.00,99.95,0.05,,,
896175688,100.00,99.95,0.05,,,
896227392,100.00,99.95,0.05,,,
896254736,100.00,99.95,0.05,,,
896286720,100.00,99.95,0.05,,,
896307544,100.00,99.95,0.05,,,
896338836,100.00,99.95,0.05,,,
896357096,100.00,99.95,0.05,,,
896381616,100.00,99.95,0.05,,,
896400392,100.00,99.95,0.05,,,
896421308,100.00,99.95,0.05,,,
896440428,100.00,99.95,0.05,,,
896463660,100.00,99.95,0.05,,,
896478744,100.00,99.95,0.05,,,
896503260,100.00,99.95,0.05,,,
896542792,100.00,99.95,0.05,,,
896583080,100.00,99.95,0.05,,,
896605284,100.00,99.95,0.05,,,
896636748,100.00,99.95,0.05,,,
896656808,100.00,99.95,0.05,,,
896681496,100.00,99.95,0.05,,,
896695392,100.00,99.95,0.05,,,
896721192,100.00,99.95,0.05,,,
896738340,100.00,99.95,0.05,,,
896760364,100.00,99.95,0.05,,,
896800408,100.00,99.95,0.05,,,
896841560,100.00,99.95,0.05,,,
896865216,100.00,99.95,0.05,,,
896893168,100.00,99.95,0.05,,,
896910564,100.00,99.95,0.05,,,
896935768,100.00,99.95,0.05,,,
896953260,100.00,99.95,0.05,,,
896977436,100.00,99.95,0.05,,,
897005552,100.00,99.95,0.05,,,
897030072,100.00,99.95,0.05,,,
897050132,100.00,99.95,0.05,,,
897070704,100.00,99.95,0.05,,,
897088544,100.00,99.95,0.05,,,
897111772,100.00,99.95,0.05,,,
897126608,100.00,99.95,0.05,,,
897151296,100.00,99.95,0.05,,,
897193140,100.00,99.95,0.05,,,
897235744,100.00,99.95,0.05,,,
897268324,100.00,99.95,0.05,,,
897302108,100.00,99.95,0.05,,,
897320880,100.00,99.95,0.05,,,
897350452,100.00,99.95,0.05,,,
897368540,100.00,99.95,0.05,,,
897391776,100.00,99.95,0.05,,,
897406436,100.00,99.95,0.05,,,
897430360,100.00,99.95,0.05,,,
897443224,100.00,99.95,0.05,,,
897467144,100.00,99.95,0.05,,,
897483432,100.00,99.95,0.05,,,
897502972,100.00,99.95,0.05,,,
897559044,100.00,99.95,0.05,,,
897602688,100.00,99.95,0.05,,,
897625576,100.00,99.95,0.05,,,
897651468,100.00,99.95,0.05,,,
897673332,100.00,99.95,0.05,,,
897699644,100.00,99.95,0.05,,,
897715592,100.00,99.95,0.05,,,
897739000,100.00,99.95,0.05,,,
897755800,100.00,99.95,0.05,,,
897775864,100.00,99.95,0.05,,,
897792492,100.00,99.95,0.05,,,
897815040,100.00,99.95,0.05,,,
897832872,100.00,99.95,0.05,,,
897856708,100.00,99.95,0.05,,,
897872816,100.00,99.95,0.05,,,
897896652,100.00,99.95,0.05,,,
897917564,100.00,99.95,0.05,,,
897941744,100.00,99.95,0.05,,,
897957168,100.00,99.95,0.05,,,
897980748,100.00,99.95,0.05,,,
898031584,100.00,99.95,0.05,,,
898076340,100.00,99.95,0.05,,,
898105316,100.00,99.95,0.05,,,
898140216,100.00,99.95,0.05,,,
898161644,100.00,99.95,0.05,,,
898186588,100.00,99.95,0.05,,,
898201764,100.00,99.95,0.05,,,
898226456,100.00,99.95,0.05,,,
898240600,100.00,99.95,0.05,,,
898265460,100.00,99.95,0.05,,,
898285436,100.00,99.95,0.05,,,
898314496,100.00,99.95,0.05,,,
898331128,100.00,99.95,0.05,,,
898357192,100.00,99.95,0.05,,,
898371684,100.00,99.95,0.05,,,
898397136,100.00,99.95,0.05,,,
898415568,100.00,99.95,0.05,,,
898442828,100.00,99.95,0.05,,,
898459288,100.00,99.95,0.05,,,
898481664,100.00,99.95,0.05,,,
898500092,100.00,99.95,0.05,,,
898529760,100.00,99.95,0.05,,,
898544076,100.00,99.95,0.05,,,
898568168,100.00,99.95,0.05,,,
898587632,100.00,99.95,0.05,,,
898611464,100.00,99.95,0.05,,,
898623560,100.00,99.95,0.05,,,
898644304,100.00,99.95,0.05,,,
898659132,100.00,99.95,0.05,,,
898682200,100.00,99.95,0.05,,,
898699692,100.00,99.95,0.05,,,
898763056,100.00,99.95,0.05,,,
898794348,100.00,99.95,0.05,,,
898830272,100.00,99.95,0.05,,,
898850336,100.00,99.95,0.05,,,
898877764,100.00,99.95,0.05,,,
